altmetric_id,doi,source_type,title,url,posted_on,summary,first_order_doi
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Immunomodulatory protein and useful embodiments thereof,https://app.dimensions.ai/details/patent/US-8227569-B2,2012-07-24T00:00:00+00:00,The invention generally features the use of Yaba monkey tumor virus nucleic acid molecules and polypeptides for the treatment or prevention of immunoinflammatory disorders.,
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Nucleic acid molecules and polypeptides for immune modulation,https://app.dimensions.ai/details/patent/US-8268331-B2,2012-09-18T00:00:00+00:00,"The invention provides gp38 polypeptides, which play a role in immunomodulation, nucleic acid molecules encoding these polypeptides, and therapeutic and diagnostic methods employing these polypeptides and nucleic acid molecules. The invention also provi...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Nucleic acid molecules and polypeptides for immune modulation,https://app.dimensions.ai/details/patent/US-8268331-B2,2012-09-18T00:00:00+00:00,"The invention provides gp38 polypeptides, which play a role in immunomodulation, nucleic acid molecules encoding these polypeptides, and therapeutic and diagnostic methods employing these polypeptides and nucleic acid molecules. The invention also provi...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Nucleic acid molecules and polypeptides for immune modulation,https://app.dimensions.ai/details/patent/US-8268331-B2,2012-09-18T00:00:00+00:00,"The invention provides gp38 polypeptides, which play a role in immunomodulation, nucleic acid molecules encoding these polypeptides, and therapeutic and diagnostic methods employing these polypeptides and nucleic acid molecules. The invention also provi...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Herpes simplex virus expressing foreign genes and method for treating cancers therewith,https://app.dimensions.ai/details/patent/US-8420071-B2,2013-04-16T00:00:00+00:00,"An anti-cancer pharmaceutical composition includes a herpes simplex virus (HSV) vector into which a nucleic acid sequence encoding for an anti-cancer agent selected from interleukin-12, GM-CSF, and CD has been inserted. A method of treatment of a patien...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,"Compounds, compositions and methods for treatment and prevention of orthopoxvirus infections and associated diseases",https://app.dimensions.ai/details/patent/US-8802714-B2,2014-08-12T00:00:00+00:00,"Methods of using di, tri, and tetracyclic acylhydrazide derivatives and analogs, as well as pharmaceutical compositions containing the same, for the treatment or prophylaxis of viral infections and diseases associated therewith, particularly those viral...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,"Compounds, compositions and methods for treatment and prevention of orthopoxvirus infections and associated diseases",https://app.dimensions.ai/details/patent/US-8802714-B2,2014-08-12T00:00:00+00:00,"Methods of using di, tri, and tetracyclic acylhydrazide derivatives and analogs, as well as pharmaceutical compositions containing the same, for the treatment or prophylaxis of viral infections and diseases associated therewith, particularly those viral...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,"Compounds, compositions and methods for treatment and prevention of orthopoxvirus infections and associated diseases",https://app.dimensions.ai/details/patent/US-8802714-B2,2014-08-12T00:00:00+00:00,"Methods of using di, tri, and tetracyclic acylhydrazide derivatives and analogs, as well as pharmaceutical compositions containing the same, for the treatment or prophylaxis of viral infections and diseases associated therewith, particularly those viral...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,"Compounds, compositions and methods for treatment and prevention of orthopoxvirus infections and associated diseases",https://app.dimensions.ai/details/patent/US-8802714-B2,2014-08-12T00:00:00+00:00,"Methods of using di, tri, and tetracyclic acylhydrazide derivatives and analogs, as well as pharmaceutical compositions containing the same, for the treatment or prophylaxis of viral infections and diseases associated therewith, particularly those viral...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Polymorphic forms of ST-246 and methods of preparation,https://app.dimensions.ai/details/patent/US-9339466-B2,2016-05-17T00:00:00+00:00,"Polymorph forms of 4-trifluoromethyl-N-(3,3a,4,4a,5,5a,6,6a-octahydro-1,3-dioxo-4,6-ethenocycloprop[f]isoindol-2(1H)-yl)-benzamide are disclosed as well as their methods of synthesis and pharmaceutical compositions.",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,BIOLOGICAL CONTROL OF PEST ANIMALS,https://app.dimensions.ai/details/patent/WO-2001095725-A1,2001-12-20T00:00:00+00:00,"The present invention provides a biological control agent for the control of pest animals, and methods of use therefor. Generally, the present invention relies on exposing the pest animal to a pathogen(s) and an exogenous source of at least one type-2 c...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,THERAPEUTIC MITIGATION OF EPITHELIAL INFECTION,https://app.dimensions.ai/details/patent/WO-2020092015-A1,2020-05-07T00:00:00+00:00,This invention relates to dermatology and to treatments of infectious skin disease.,
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Expanded pore particles and delivery methods thereof,https://app.dimensions.ai/details/patent/US-10933027-B1,2021-03-02T00:00:00+00:00,"The present invention relates to a construct including a porous core, a cargo, and a spacer disposed between the core and the cargo. In some examples, the construct further includes an outer layer composed of a lipid, a polymer, or a combination thereof...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Lipid-coated particles for treating viral infections,https://app.dimensions.ai/details/patent/US-11045554-B1,2021-06-29T00:00:00+00:00,"The present invention relates to lipid-coated particles for treating viral infections, including viral encephalitis infections. In particular, an antiviral compound can be disposed within the lipid-coated particle, thereby providing an antiviral carrier...",
605598,10.1128/JVI.75.3.1205-1210.2001,patent,Lipid composition for the delivery of therapeutic cargos,https://app.dimensions.ai/details/patent/US-11433121-B1,2022-09-06T00:00:00+00:00,"A construct includes a core comprising an external surface and a plurality of pores, a cargo disposed in a pore of the plurality of pores, the cargo comprising a CRISPR Cas9 component or a nucleic acid sequence encoding a CRISPR Cas9 component; and a co...",
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Biotechnology risk,http://en.wikipedia.org/?diff=prev&oldid=713375148#altmetric_citation_c0765079-f3f8-4ed5-bc28-ce61cc3e6dea,2016-04-03T17:32:42+00:00,"Biotechnology risk is a form of existential risk that could come from biological sources, such as genetically engineered biological agents.",
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Riesgo de catástrofe planetaria,http://es.wikipedia.org/?diff=prev&oldid=114748944#altmetric_citation_11,2019-03-22T08:34:36+00:00,,
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Risco catastrófico global,http://pt.wikipedia.org/?diff=prev&oldid=56546216#altmetric_citation_12,2019-10-24T03:44:28+00:00,,
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Risque de catastrophe planétaire,http://fr.wikipedia.org/?diff=prev&oldid=128380232#altmetric_citation_12,2016-08-04T09:49:54+00:00,,
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Potential sources of global catastrophic risk,http://en.wikipedia.org/?diff=prev&oldid=1057580263#altmetric_citation_e97c4dcd-55a3-4460-8e44-5d6984499ab9,2021-11-28T13:14:30+00:00,"Some sources of catastrophic risk are anthropogenic (man-made), such as global warming, environmental degradation, engineered pandemics and nuclear war.",
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Biyoteknoloji riski,http://tr.wikipedia.org/?diff=prev&oldid=26491560#altmetric_citation_3,2021-11-06T19:56:10+00:00,"Biyoteknoloji riski, genetiğiyle oynanmış biyolojik ajanlar gibi biyolojik kaynaklardan gelebilecek bir varoluşsal risk biçimidir.",
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Risco biotecnológico,http://pt.wikipedia.org/?diff=prev&oldid=63339397#altmetric_citation_a56e3185-892e-46f1-9977-30ca5272e005,2022-04-06T17:27:03+00:00,"O risco biotecnológico é uma forma de risco existencial que pode vir de fontes biológicas, como agentes biológicos geneticamente modificados.",
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,سيناريوهات كارثية عالمية,http://ar.wikipedia.org/?diff=prev&oldid=61292920#altmetric_citation_1182940e-c7c6-4610-8df2-6c112bd24e3e,2023-02-23T01:28:49+00:00,تستعرض هذه المقالة السيناريوهات التي تؤدي إلى خلق أضرار ناجمة عن أخطار كارثية عالمية.,
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Riesgo biotecnológico,http://es.wikipedia.org/?diff=prev&oldid=149640192#altmetric_citation_f12e8494-35c3-471d-b32a-06abb7bd981b,2023-03-03T05:00:03+00:00,"El riesgo biotecnológico es una forma de riesgo existencial que podría provenir de fuentes biológicas, como los son los agentes biológicos modificados genéticamente.",
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,سناریوهای فاجعۀ جهانی,http://fa.wikipedia.org/?diff=prev&oldid=38483053#altmetric_citation_c95796bc-e10a-4d0b-b177-9f85b0ef26b4,2023-12-23T14:13:41+00:00,حالت­هایی که در آن احتمال بروز فاجعه و آسیب در سطح جهان وجود دارد به طور گسترده مورد بحث و بررسی قرار گرفته­اند.,
605598,10.1128/JVI.75.3.1205-1210.2001,wikipedia,Majomhimlő,http://hu.wikipedia.org/?diff=prev&oldid=27385284#altmetric_citation_38131edd-30db-4dbe-9c0d-00dc62158996,2024-08-21T10:41:44+00:00,"A majomhimlő fertőzőbetegséget a Poxviridae család orthopoxvírus nemzetségébe tartozó, dupla szálú DNS-t tartalmazó, zoonózisos majomhimlő vírus okozza.",
