first_order_doi,altmetric_id,source_type,title,unique_identifier,posted_on,summary,lang_checked
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Reports Second Quarter 2024 Financial Results and Operational Highlights,http://ct.moreover.com/?a=54576605182&p=1pl&v=1&x=kl-ui5y8dl8jiygelgiwiq,19/08/2024,On track to submit NDA in second half 2024 for TNX-102 SL for fibromyalgia; completed successful pre-NDA meetings with FDA in second quarter 2024 FDA granted Fast Track designation for TNX-102 SL for fibromyalgia Commercial planning continues for U.S.,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix’s Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54629826452&p=1pl&v=1&x=arcnygxmuvw2j8k0fm2zrg,26/08/2024,World Health Organization declared spread of mpox in multiple African countries a public health emergency of international concern (PHEIC) for the second time in two years Worldwide availability and affordability of single-dose mpox vaccine with...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix's Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54629832386&p=1pl&v=1&x=9u6tt0zjzvddms4msj6wuw,26/08/2024,World Health Organization declared spread of mpox in multiple African countries a public health emergency of international concern (PHEIC) for the second time in two years Worldwide availability and affordability of single-dose mpox vaccine with...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix’s Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54629832887&p=1pl&v=1&x=5yp7u7br1hkidq1gmn-tsa,26/08/2024,"Tonix Pharmaceuticals Holding Corp. (Nasdaq: TNXP) (Tonix), a fully-integrated biopharmaceutical company with marketed products and a pipeline of development candidates, and Bilthoven Biologicals (BBio), part of the world’s largest vaccine...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix’s Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54629886373&p=1pl&v=1&x=mlkstoxhd8ocoa38pqsaqq,26/08/2024,World Health Organization declared spread of mpox in multiple African countries a public health emergency of international concern (PHEIC) for the second time in two years Worldwide availability and affordability of single-dose mpox vaccine with...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix's Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54629894810&p=1pl&v=1&x=nn0wed87hoz_j729gxf-5a,26/08/2024,World Health Organization declared spread of mpox in multiple African countries a public health emergency of international concern (PHEIC) for the second time in two years Worldwide availability and affordability of single-dose mpox vaccine with...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix’s Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54629903704&p=1pl&v=1&x=nnsed9hm3xr11sjpt3xg-q,26/08/2024,World Health Organization declared spread of mpox in multiple African countries a public health emergency of international concern (PHEIC) for the second time in two years Worldwide availability and affordability of single-dose mpox vaccine with...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix’s Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54630095200&p=1pl&v=1&x=apkgy2j-ilv9q5vlfrqoda,26/08/2024,World Health Organization declared spread of mpox in multiple African countries a public health emergency of international concern (PHEIC) for the second time in two years Worldwide availability and affordability of single-dose mpox vaccine with...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals and Bilthoven Biologicals to Collaborate on Advancing Development of Tonix’s Mpox Vaccine, TNX-801",http://ct.moreover.com/?a=54630462933&p=1pl&v=1&x=z5c8cbm5_gwk4xwqz9bbuq,26/08/2024,World Health Organization declared spread of mpox in multiple African countries a public health emergency of international concern (PHEIC) for the second time in two years Worldwide availability and affordability of single-dose mpox vaccine with...,True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on the Potential Mpox Vaccine TNX-801 in “Using Synthetic Biology to Battle Mpox” Talk at Immunology Symposium at the University of Alberta,http://ct.moreover.com/?a=54739256655&p=1pl&v=1&x=nbtojt8djh_qp9pj_lep-g,09/09/2024,"Tonix Pharmaceuticals Holding Corp. (Nasdaq: TNXP) (Tonix or the Company), a fully-integrated biopharmaceutical company with marketed products and a pipeline of development candidates, today announced data presented at a symposium hosted by the...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Presented Data on the Potential Mpox Vaccine TNX-801 in ""Using Synthetic Biology to Battle Mpox"" Talk at Immunology Symposium at the University of Alberta",http://ct.moreover.com/?a=54739279367&p=1pl&v=1&x=eivv_vfevxqt0mgwfe6uia,09/09/2024,TNX-801 vaccination demonstrated efficacy in protecting animals from lethal challenge with clade I monkeypox and is in development as an mpox vaccine New data show improved tolerability in immunocompromised animals and no evidence of spreading to...,True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on the Potential Mpox Vaccine TNX-801 in “Using Synthetic Biology to Battle Mpox” Talk at Immunology Symposium at the University of Alberta,http://ct.moreover.com/?a=54739304923&p=1pl&v=1&x=pqsbdsyoiasbw3_20pm4ia,09/09/2024,TNX-801 vaccination demonstrated efficacy in protecting animals from lethal challenge with clade I monkeypox and is in development as an mpox vaccine New data show improved tolerability in immunocompromised animals and no evidence of spreading to...,True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on the Potential Mpox Vaccine TNX-801 in “Using Synthetic Biology to Battle Mpox” Talk at Immunology Symposium at the University of Alberta,http://ct.moreover.com/?a=54739930338&p=1pl&v=1&x=wi8fbaunb8xshleyh2jdqq,09/09/2024,TNX-801 vaccination demonstrated efficacy in protecting animals from lethal challenge with clade I monkeypox and is in development as an mpox vaccine New data show improved tolerability in immunocompromised animals and no evidence of spreading to...,True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on the Potential Mpox Vaccine TNX-801 in “Using Synthetic Biology to Battle Mpox” Talk at Immunology Symposium at the University of Alberta,http://ct.moreover.com/?a=54741334864&p=1pl&v=1&x=ygjnvqtundypktohmr3vkq,09/09/2024,TNX-801 vaccination demonstrated efficacy in protecting animals from lethal challenge with clade I monkeypox and is in development as an mpox vaccine New data show improved tolerability in immunocompromised animals and no evidence of spreading to...,True
10.3390/v15020356,142320266,news,TNXP: Mpox Declared a Public Health Emergency of International Concern by World Health Organization...,http://ct.moreover.com/?a=54741449740&p=1pl&v=1&x=mavjaon3fik3t_ojdjwjuq,09/09/2024,"By David Bautz, PhD NASDAQ:TNXP READ THE FULL TNXP RESEARCH REPORT Mpox Declared a.",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Announces That its Single Dose Mpox Vaccine Candidate TNX-801 Aligns with WHO’s Newly Issued Preferred Target Product Profile for Mpox Vaccines in Global Health Emergency,http://ct.moreover.com/?a=54796310288&p=1pl&v=1&x=ldbk4jenlluk54hvpkfpzw,16/09/2024,"The World Health Organization (WHO) released its preferred target product profile (TPP) criteria for mpox vaccines at its Mpox Research and Innovation Scientific Conference held August 29-30 TNX-801, Tonix’s attenuated live-virus vaccine candidate...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Announces That its Single Dose Mpox Vaccine Candidate TNX-801 Aligns with WHO’s Newly Issued Preferred Target Product Profile for Mpox Vaccines in Global Health Emergency,http://ct.moreover.com/?a=54796320831&p=1pl&v=1&x=b6z2vexbpg7gvsvz-jphta,16/09/2024,"Tonix Pharmaceuticals Holding Corp. (Nasdaq: TNXP) (Tonix or the Company), a fully-integrated biopharmaceutical company with marketed products and a pipeline of development candidates, announced today that the World Health Organization’s (WHO’s...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Announces That its Single Dose Mpox Vaccine Candidate TNX-801 Aligns with WHO's Newly Issued Preferred Target Product Profile for Mpox Vaccines in Global Health Emergency,http://ct.moreover.com/?a=54796353037&p=1pl&v=1&x=fp1zoowyboh17fyml7w9ja,16/09/2024,"The World Health Organization (WHO) released its preferred target product profile (TPP) criteria for mpox vaccines at its Mpox Research and Innovation Scientific Conference held August 29-30 TNX-801, Tonix’s attenuated live-virus vaccine candidate...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Announces That its Single Dose Mpox Vaccine Candidate TNX-801 Aligns with WHO’s Newly Issued Preferred Target Product Profile for Mpox Vaccines in Global Health Emergency,http://ct.moreover.com/?a=54796408035&p=1pl&v=1&x=hbgdy5_o9hilzsgzd4ck3q,16/09/2024,"The World Health Organization (WHO) released its preferred target product profile (TPP) criteria for mpox vaccines at its Mpox Research and Innovation Scientific Conference held August 29-30 TNX-801, Tonix’s attenuated live-virus vaccine candidate...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Announces That its Single Dose Mpox Vaccine Candidate TNX-801 Aligns with WHO’s Newly Issued Preferred Target Product Profile for Mpox Vaccines in Global Health Emergency,http://ct.moreover.com/?a=54802556285&p=1pl&v=1&x=kd4h_rwte9wmh4as1bxyaa,17/09/2024,"The World Health Organization (WHO) released its preferred target product profile (TPP) criteria for mpox vaccines at its Mpox Research and Innovation Scientific Conference held August 29-30 TNX-801, Tonix’s attenuated live-virus vaccine candidate...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024,http://ct.moreover.com/?a=55173568627&p=1pl&v=1&x=ejsv5_ejk1lccli3wk2pzw,01/11/2024,"New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix’s attenuated live-virus, minimally replicating vaccine candidate TNX-801 in immunocompromised animals TNX-801, has characteristics that align...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024,http://ct.moreover.com/?a=55173600444&p=1pl&v=1&x=m5nwlaut-luywioo3kdcgq,01/11/2024,"New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix’s attenuated live-virus, minimally replicating vaccine candidate TNX-801 in immunocompromised animals TNX-801, has characteristics that align...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024,http://ct.moreover.com/?a=55173627397&p=1pl&v=1&x=lwt9swzckflg8n-eihhwta,01/11/2024,"New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix's attenuated live-virus, minimally replicating vaccine candidate TNX-801 in immunocompromised animals TNX-801, has characteristics that align...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals : Presented Data on Potential Mpox Vaccine TNX 801 at World Vaccine Congress Europe 2024 Form 8 K,http://ct.moreover.com/?a=55173675369&p=1pl&v=1&x=pprk5xh36qdu2gfmlxh0qw,01/11/2024,"Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024 New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix's attenuated live-virus, minimally...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024,http://ct.moreover.com/?a=55173705834&p=1pl&v=1&x=scatzpaqqjhmli-l0g7wzg,01/11/2024,"New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix's attenuated live-virus, minimally replicating vaccine candidate TNX-801 in immunocompromised animals TNX-801, has characteristics that align...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024,http://ct.moreover.com/?a=55173874309&p=1pl&v=1&x=6cnefpy4dv0rpdlc0azgsq,01/11/2024,"New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix’s attenuated live-virus, minimally replicating vaccine candidate TNX-801 in immunocompromised animals TNX-801, has characteristics that align...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024,http://ct.moreover.com/?a=55175257862&p=1pl&v=1&x=1ctyv22yqzenu3tfhlmrlg,01/11/2024,"New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix’s attenuated live-virus, minimally replicating vaccine candidate TNX-801 in immunocompromised animals TNX-801, has characteristics that align...",True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals Presented Data on Potential Mpox Vaccine TNX-801 at World Vaccine Congress-Europe 2024,http://ct.moreover.com/?a=55194688819&p=1pl&v=1&x=rikcbobjle702kbxvokmbw,04/11/2024,"New data show tolerability and no evidence of spreading to blood or tissues even at high doses of Tonix’s attenuated live-virus, minimally replicating vaccine candidate TNX-801 in immunocompromised animals TNX-801, has characteristics that align...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Research Agreement with Kenya Medical Research Institute (KEMRI) to Design, Plan and Seek Regulatory Approval for a Phase I Clinical Study of TNX-801 for Mpox in Kenya",http://ct.moreover.com/?a=55195019444&p=1pl&v=1&x=7fhd5tag_suy9buld_35eg,04/11/2024,"Proposed clinical study in Kenya intended to test the safety, tolerability, and immunogenicity of TNX-801, a vaccine being developed to prevent mpox (formerly called monkeypox) The World Health Organization (WHO) declared mpox a public health...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Research Agreement with Kenya Medical Research Institute (KEMRI) to Design, Plan and Seek Regulatory Approval for a Phase I Clinical Study of TNX-801 for Mpox in Kenya",http://ct.moreover.com/?a=55195273451&p=1pl&v=1&x=5j6nupwthnqaiydxutmqfa,04/11/2024,"Proposed clinical study in Kenya intended to test the safety, tolerability, and immunogenicity of TNX-801, a vaccine being developed to prevent mpox (formerly called monkeypox) The World Health Organization (WHO) declared mpox a public health...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Research Agreement with Kenya Medical Research Institute (KEMRI) to Design, Plan and Seek Regulatory Approval for a Phase I Clinical Study of TNX-801 for Mpox in Kenya",http://ct.moreover.com/?a=55196634638&p=1pl&v=1&x=l4ptlbk3zhpvb-oqqy_sxw,04/11/2024,"Proposed clinical study in Kenya intended to test the safety, tolerability, and immunogenicity of TNX-801, a vaccine being developed to prevent mpox (formerly called monkeypox) The World Health Organization (WHO) declared mpox a public health...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Research Agreement with Kenya Medical Research Institute (KEMRI) to Design, Plan and Seek Regulatory Approval for a Phase I Clinical Study of TNX-801 for Mpox in Kenya",http://ct.moreover.com/?a=55202966161&p=1pl&v=1&x=7u3tecuip7x4xbsndf1mwa,05/11/2024,"Proposed clinical study in Kenya intended to test the safety, tolerability, and immunogenicity of TNX-801, a vaccine being developed to prevent mpox (formerly called monkeypox) The World Health Organization (WHO) declared mpox a public health...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Peer-Reviewed Publication in mSphere Journal Highlighting the Tolerability of Company’s Single-Dose Mpox and Smallpox Vaccine Candidate TNX-801, in Immune-Compromised Animals",http://ct.moreover.com/?a=55270040043&p=1pl&v=1&x=c5_pqqmzhbemtwezhdfdxq,13/11/2024,"Tonix Pharmaceuticals Holding Corp. (Nasdaq: TNXP) (Tonix or the Company), a fully-integrated biopharmaceutical company with marketed products and a pipeline of development candidates, today announced the publication of a paper entitled, “Recombinant...",True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Peer-Reviewed Publication in mSphere Journal Highlighting the Tolerability of Company's Single-Dose Mpox and Smallpox Vaccine Candidate TNX-801, in Immune-Compromised Animals",http://ct.moreover.com/?a=55270042799&p=1pl&v=1&x=xegqj1tw3zbxofrrk4esma,13/11/2024,The World Health Organization (WHO) declared the spread of new Clade Ib Mpox a public health emergency of international concern (PHEIC): Second Mpox-related WHO PHEIC declaration in two years Clade Ib Mpox cases detected in 16 African countries and...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Peer-Reviewed Publication in mSphere Journal Highlighting the Tolerability of Company’s Single-Dose Mpox and Smallpox Vaccine Candidate TNX-801, in Immune-Compromised Animals",http://ct.moreover.com/?a=55270046413&p=1pl&v=1&x=5i3qxkcuogh6scbbdswwpq,13/11/2024,The World Health Organization (WHO) declared the spread of new Clade Ib Mpox a public health emergency of international concern (PHEIC): Second Mpox-related WHO PHEIC declaration in two years Clade Ib Mpox cases detected in 16 African countries and...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Peer-Reviewed Publication in mSphere Journal Highlighting the Tolerability of Company’s Single-Dose Mpox and Smallpox Vaccine Candidate TNX-801, in Immune-Compromised Animals",http://ct.moreover.com/?a=55270055298&p=1pl&v=1&x=h3e_b9yz8a4hvq5dwdlkbg,13/11/2024,The World Health Organization (WHO) declared the spread of new Clade Ib Mpox a public health emergency of international concern (PHEIC): Second Mpox-related WHO PHEIC declaration in two years Clade Ib Mpox cases detected in 16 African countries and...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Peer-Reviewed Publication in mSphere Journal Highlighting the Tolerability of Company's Single-Dose Mpox and Smallpox Vaccine Candidate TNX-801, in Immune-Compromised Animals",http://ct.moreover.com/?a=55270082696&p=1pl&v=1&x=wma8qcxnmz1tqxfgf0lwjg,13/11/2024,The World Health Organization (WHO) declared the spread of new Clade Ib Mpox a public health emergency of international concern (PHEIC): Second Mpox-related WHO PHEIC declaration in two years Clade Ib Mpox cases detected in 16 African countries and...,True
10.3390/v15020356,142320266,news,"Tonix Pharmaceuticals Announces Peer-Reviewed Publication in mSphere Journal Highlighting the Tolerability of Company’s Single-Dose Mpox and Smallpox Vaccine Candidate TNX-801, in Immune-Compromised Animals",http://ct.moreover.com/?a=55277726109&p=1pl&v=1&x=st8czhe7xshnwsv6cfet3q,14/11/2024,The World Health Organization (WHO) declared the spread of new Clade Ib Mpox a public health emergency of international concern (PHEIC): Second Mpox-related WHO PHEIC declaration in two years Clade Ib Mpox cases detected in 16 African countries and...,True
10.3390/v15020356,142320266,news,Tonix Pharmaceuticals to Present at the 2025 Virtual Investor Summit,http://ct.moreover.com/?a=56173092913&p=1pl&v=1&x=jl8blefssksdga7chpgdtq,05/03/2025,"CHATHAM, N.J., March 05, 2025 (GLOBE NEWSWIRE) -- Tonix Pharmaceuticals Holding Corp.",True
10.1128/jvi.01834-18,59152181,patent,TREATMENT OF RESPIRATORY VIRAL INFECTIONS,https://app.dimensions.ai/details/patent/wo-2021228875-a1,18/11/2021,"The present invention relates to the treatment of respiratory viral infections, including those caused by coronaviruses.",True
10.1128/jvi.01834-18,59152181,wikipedia,Asparagine,http://en.wikipedia.org/?diff=prev&oldid=966010957#altmetric_citation_32cdae7d-5548-4ae7-9f63-5aced7bd193d,04/07/2020,"Asparagine (symbol Asn or N), is an α-amino acid that is used in the biosynthesis of proteins.",True
10.1101/423426,48701116,blogs,January in preprints,http://thenode.biologists.com/january-in-preprints-3/highlights,01/02/2019,"Welcome to our monthly trawl for developmental biology (and related) preprints.   January was notable for the number of preprints on Xenopus development, plus a trio on Piezo channels, two on ctenophores, and a preprint on preprints that has also been pre...",True
10.1101/423426,48701116,patent,BIG-IN:AVERSATILE PLATFORM FOR LOCUS-SCALE GENOME REWRITING AND VERIFICATION,https://app.dimensions.ai/details/patent/wo-2022081846-a1,21/04/2022,"Provided are compositions and methods for using the compositions to modify eukaryotic chromosomes. The methods involve iteratively inserting DNA payloads into a chromosomal locus, or into multiple chromosomal loci. The methods utilize positive and negat...",True
10.1128/aac.01683-19,74052332,blogs,ToxCard: Smallpox,http://www.emdocs.net/toxcard-smallpox/?utm_source=rss&utm_medium=rss&utm_campaign=toxcard-smallpox,26/07/2023,"Authors: Whitney Ficker, MD (Pediatric Emergency Medicine Fellow, Atrium Health’s Carolinas Medical Center); Christine Murphy, MD (Emergency Medicine Attending, Medical Toxicologist, Atrium Health’s Carolinas Medical Center) // Reviewed by: James Dazhe Ca...",True
10.3390/ijerph19116739,130496036,policy,Artificial intelligence for healthcare and well-being during exceptional times,https://op.europa.eu/o/opportal-service/download-handler?identifier=00a224b5-7ec4-11ee-99ba-01aa75ed71a1&format=pdf&language=en&productionsystem=cellar&part=,08/11/2023,,True
10.1016/j.intimp.2021.107763,107797113,news,Reducing Risk in the Pharmaceutical Cold Chain,http://ct.moreover.com/?a=56499084076&p=1pl&v=1&x=cyi-cdtdwuwujdrtyt-90q,15/04/2025,Ilya Preston Precision in the supply chain has never been more critical than when it involves transporting temperature-sensitive pharmaceutical products.,True
10.1016/j.cocis.2019.01.012,55402613,patent,Liquid crystal-infused slippery anti-fouling surfaces,https://app.dimensions.ai/details/patent/us-12291651-b2,06/05/2025,"The present invention provides liquid crystal (LC)-infused materials and methods for detecting compounds or impurities in liquid samples using such materials. These slippery materials comprise a lubricating liquid, preferably a thermotropic liquid cryst...",True
10.1017/9781108692137.018,99814182,blogs,Solidarity in a Hierarchical World? Rethinking the Ethics of Global Health Governance,https://www.e-ir.info/2024/07/27/solidarity-in-a-hierarchical-world-rethinking-the-ethics-of-global-health-governance,27/07/2024,Writing the pre-existing hierarchies of the international order out of our theorising risks reinscribing these hierarchies anew.,True
10.1056/nejme1913048,70366601,news,Phase 3 trial shows MVA vaccine likely protects against smallpox,http://www.cidrap.umn.edu/news-perspective/2019/11/phase-3-trial-shows-mva-vaccine-likely-protects-against-smallpox,14/11/2019,"In today's New England Journal of Medicine, researchers describe the phase 3 trial results of the newly approved modified vaccinia Ankara vaccine (MVA) and said the vaccine is safe and likely effective against smallpox, which is caused by the...",True
10.3390/v10030101,34069598,patent,ONCOLYTIC VIRUSES FOR MODIFIED MHC EXPRESSION,https://app.dimensions.ai/details/patent/wo-2022232375-a1,03/11/2022,The present disclosure provides for recombinant oncolytic viruses with gene deletions or insertions which result in downregulation of Major Histocompatibility Complex class I mid alternatively or additively upregulation of Major Histocompatibility Compl...,True
10.3390/v10030101,34069598,patent,Enhanced systems for cell-mediated oncolytic viral therapy,https://app.dimensions.ai/details/patent/us-11655455-b2,23/05/2023,"Provided herein are enhanced systems for potentiating cell-mediated oncolytic viral therapy. Also provided are modified viruses for such systems, and methods of treatment of cancers by administering such systems.",True
10.1089/apb.2023.0036,159383318,policy,Opportunities to Strengthen U.S. Biosecurity from AI-Enabled Bioterrorism: What Policymakers Should Know,https://csis-website-prod.s3.amazonaws.com/s3fs-public/2025-08/250806_adamson_ai-enabled_bioterrorism.pdf?versionid=vs8t0bgmlr_lu7rtcxs8im_ndjugz0cm,06/08/2025,,True
10.1128/msphere.00079-18,34049415,news,"Biosecurity, synthetic biology, computer science. design pathogens, DNA, horsepox synthesis",http://www.homelandsecuritynewswire.com/dr20180319-assessing-the-risks-benefits-of-horsepox-synthesis,19/03/2018,Truly assessing the risks and benefits of the recent horsepox synthesis is not an easy task.,True
10.1016/j.molmed.2022.10.001,138040264,blogs,What is the role of adenoviruses in human health?,https://www.news-medical.net/news/20221109/what-is-the-role-of-adenoviruses-in-human-health.aspx,09/11/2022,"With advances in molecular biology informing recent developments in vaccinology, gene therapy, and other fields of medicine, human adenoviruses (HAdVs) have been of primary importance in medical research. A recent review looks at the promises of HAdVs, ...",True
10.1016/j.molmed.2022.10.001,138040264,news,What is the role of adenoviruses in human health?,https://www.news-medical.net/news/20221109/what-is-the-role-of-adenoviruses-in-human-health.aspx?alm_mvr=0,09/11/2022,"With advances in molecular biology informing recent developments in vaccinology, gene therapy, and other fields of medicine, human adenoviruses (HAdVs) have been of primary importance in medical research.",True
10.1016/j.virs.2022.02.009,126201478,blogs,Monkeypox Research at NIH And Wuhan,https://climate-science.press/2022/06/01/monkeypox-research-at-nih-and-wuhan,01/06/2022,"Efficient assembly of a large fragment of monkeypox virus genome as a qPCR template using dual-selection based transformation-associated recombination – ScienceDirect                via Real Climate Science    https://ift.tt/ik0a4B1    June 1, 2022",True
10.1016/j.virs.2022.02.009,126201478,blogs,Conspiracy theories about monkeypox: Déjà vu all over again or same as it ever was?,http://sciencebasedmedicine.org/conspiracy-theories-about-monkeypox/?utm_source=rss&utm_medium=rss&utm_campaign=conspiracy-theories-about-monkeypox,08/08/2022,"Last Thursday, the Biden administration officially declared monkeypox to be a national public health emergency. Unsurprisingly, conspiracy theories abound, many of them recycled from COVID-19 and older antivax conspiracy theories. The post Conspiracy theo...",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca’s Covid vaccine contains virus,https://todayuknews.com/health/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,24/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca’s Covid vaccine contains virus,https://expressinformer.com/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,24/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca’s Covid vaccine contains virus,https://expressdigest.com/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,24/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca's Covid vaccine contains virus,https://www.businessmayor.com/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,24/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca's Covid vaccine contains virus,https://www.businessfast.co.uk/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,24/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca’s Covid vaccine contains virus,https://todayheadline.co/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,25/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca’s Covid vaccine contains virus,https://globalcirculate.com/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,25/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca's Covid vaccine contains virus,https://www.newscabal.co.uk/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,24/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
10.1016/j.virs.2022.02.009,126201478,news,Monkeypox myths DEBUNKED: Bogus conspiracy theories say AstraZeneca's Covid vaccine contains virus,https://www.businesstelegraph.co.uk/monkeypox-myths-debunked-bogus-conspiracy-theories-say-astrazenecas-covid-vaccine-contains-virus,25/05/2022,"The monkeypox outbreak that has swept the globe has churned up dozens of bogus conspiracy theories about its origins, how it is spread and its symptoms.",True
