altmetric_id,core_doi,source_type,title,unique_identifier,posted_on,summary,lang_checked
721885,10.1038/nature10831,blogs,Controversial Research Topics (Part 1),http://blog.labguru.com/blog-labguru/controversial-research-topics-part-1,08/08/2013,Rarely does the simple announcement of a forthcoming paper create the kind of firestorm that erupted last year after researchers from the University of Tokyo and University of Wisconsin reported that splicing a mutated version of a key viral protein cal...,True
721885,10.1038/nature10831,blogs,GCR News Summary July 2014,http://gcrinstitute.org/gcr-news-summary-july-2014,31/07/2014,"Boy with smallpox image courtesy of the CDC Public Health Image Library Workers found vials containing the smallpox virus in a storage room at a Food and Drug Administration (FDA) laboratory at the National Institutes of Health (NIH) campus in Bethesda,...",True
721885,10.1038/nature10831,blogs,Behind the Steel Door,http://www.lastwordonnothing.com/2015/02/11/behind-the-steel-door,11/02/2015,"In 2011, Yoshihiro Kawaoka reported that his team had engineered a pandemic form of the bird flu virus. Bird flu, also known as H5N1, has infected infected nearly 700 people worldwide and killed more than 400. But it hasn&rsquo;t yet gained the ability ...",True
721885,10.1038/nature10831,blogs,Research finally published showing how bird flu virus can spread among mammals,http://feedproxy.google.com/~r/arstechnica/science/~3/alanbapg53o/research-finally-published-showing-how-bird-flu-virus-can-spread-among-mammals.ars,02/05/2012,,True
721885,10.1038/nature10831,blogs,Bird flu paper published despite worries of weaponization,http://arstechnica.com/science/2012/05/research-finally-published-showing-how-bird-flu-virus-can-spread-among-mammals,02/05/2012,"Artist rendering of a chicken/ferret hybrid, not at all how scientists actually did the research. 	 			 							Photo illustration by Aurich Lawson				 	          For years, public health officials have been watching the H5N1 bird flu virus warily. When it...",True
721885,10.1038/nature10831,blogs,The moral imperative to research editing embryos:  The need to modify Nature and Science,http://blog.practicalethics.ox.ac.uk/2015/04/the-moral-imperative-to-research-editing-embryos-the-need-to-modify-nature-and-science,23/04/2015,"Chris Gyngell and Julian Savulescu Human genetic modification has officially progressed from science fiction to science.&nbsp; In a world first, scientists have used the gene editing technique CRISPR to modify human embryos. While the study itself marks...",True
721885,10.1038/nature10831,blogs,Making influenza more efficient: flu virus engineering resumes,http://www.checkmatescientist.net/2013/02/making-influenza-more-efficient-flu.html,01/02/2013,"Declan Butler, at Nature, writes:The move follows a large international workshop convened on 17–18  December by the US National Institutes of Health in Bethesda, Maryland,  to discuss ‘gain-of-function research’ — that intended to increase the  transmissi...",True
721885,10.1038/nature10831,blogs,"U.S. Halts Research On Viral Super-Strains, Citing Safety Concerns",http://www.iflscience.com/health-and-medicine/us-halts-research-viral-super-strains-citing-safety-concerns,23/10/2014,"Health and Medicine          Photo credit:          MERS Coronavirus Particles. NIAID/Colorado State University   Last week, the White House Office of Science and Technology Policy stunned scientists when it announced a moratorium of federally-funded re...",True
721885,10.1038/nature10831,blogs,Redux: Behind the Steel Door,http://www.lastwordonnothing.com/2017/06/28/redux-behind-the-steel-door,28/06/2017,"This post first ran&nbsp;on February 11, 2015.&nbsp; In 2011, Yoshihiro Kawaoka reported that his team had engineered a pandemic form of the bird flu virus. Bird flu, also known as H5N1, has infected infected nearly 700 people worldwide and killed more ...",True
721885,10.1038/nature10831,blogs,Science and the Flu: A Little Learning Is A Dangerous Thing,http://science.kqed.org/quest/2012/09/25/science-and-the-flu-a-little-learning-is-a-dangerous-thing/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=science-and-the-flu-a-little-learning-is-a-dangerous-thing,25/09/2012,"The first sniffles of flu season are upon us: a friend of mine was struck down, and couldn't join me in attending a science dialogue on Sunday night. This was darkly humorous, as the topic of the evening was pandemics. &#8230; [visit site to read more] ...",True
721885,10.1038/nature10831,blogs,TWiV 270: Homeland virology,http://www.twiv.tv/2014/02/02/twiv-270-homeland-virology/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+twivmp3+%28this+week+in+virology+-+mp3+edition%29,02/02/2014,Hosts:&nbsp;Vincent Racaniello&nbsp;and&nbsp;Rich Condit Guests:&nbsp;Dennis Hruby&nbsp;and&nbsp;Yoshihiro Kawaoka Vincent and Rich discuss avian influenza virus and an antiviral drug against smallpox with Dennis and Yoshi at the ASM Biodefense and Emer...,True
721885,10.1038/nature10831,blogs,Did this Virus Come from a Lab? Maybe Not — But it Exposes the Threat of a Biowarfare Arms Race,https://www.independentsciencenews.org/commentaries/did-this-virus-come-from-a-lab-maybe-not-but-it-exposes-the-threat-of-a-biowarfare-arms-race,24/04/2020,"By Sam Husseini This article first appeared at Salon There is no scientific finding that the novel coronavirus was bioengineered, but its origins are not entirely clear. Deadly pathogens discovered in the wild can be ...",True
721885,10.1038/nature10831,blogs,"Viral, A Review",https://wattsupwiththat.com/2022/01/03/viral-a-review/?utm_source=rss&utm_medium=rss&utm_campaign=viral-a-review,03/01/2022,By Andy May Alina Chan is a molecular biologist specializing in gene therapy and cell engineering at the Broad Institute of MIT and Harvard. She partnered with the famous science&#8230;,True
721885,10.1038/nature10831,blogs,"Viral, A Review",https://climate-science.press/2022/01/03/viral-a-review,03/01/2022,"By Andy May    Alina Chan is a molecular biologist specializing in gene therapy and cell engineering at the Broad Institute of MIT and Harvard. She partnered with the famous science writer, Matt Ridley, to write&nbsp;Viral, the Search for the Origin of CO...",True
721885,10.1038/nature10831,blogs,"Viral, A Review",https://iowaclimate.org/2022/01/03/viral-a-review,03/01/2022,"By Andy May Alina Chan is a molecular biologist specializing in gene therapy and cell engineering at the Broad Institute of MIT and Harvard. She partnered with the famous science writer, Matt Ridley, to write Viral, the Search for the Origin of COVID-19...",True
721885,10.1038/nature10831,blogs,Genetic diversity of H9N2 avian influenza viruses in poultry across China and implications for zoonotic transmission,https://www.nature.com/articles/s41564-025-02002-x,03/06/2025,"Nature Microbiology, Published online: 03 June 2025; doi:10.1038/s41564-025-02002-xThe H9N2 avian influenza viruses (AIVs) remain dominant in live poultry markets in China, and H9N2 AIVs with HA-Q226L, PB2-V/K627 and NP-N52 mutations can be transmitted ...",True
721885,10.1038/nature10831,video,"This Week in Virology 270 - Live at ASM Biodefense in Washington, D.C.",https://www.youtube.com/watch?v=hgxan7udyaa,02/02/2014,"Watch a live video episode of This Week in Virology (TWiV), a podcast about viruses. Started in September 2008 by Vincent Racaniello, a Higgins Professor in the Department of Microbiology and Immunology at Columbia University, the goal of the show is to h...",True
721885,10.1038/nature10831,video,Biological Science & Technology: Contemporary Examples of Problems,https://www.youtube.com/watch?v=gis2cvc3-bs,06/03/2015,"Image Credits (Images are for Educational and Non-Commercial Purposes Only):  Flu structure Owner/Artist: Kawaoka et al., Nature. Creative Commons Attribution-Non-Commercial-Share Alike licence (creativecommons.org/licenses/by-nc-sa/3.0/). Image URL: ht...",True
721885,10.1038/nature10831,video,The Proximal Origin of SARS-CoV2 --  Special Report -- J.C. ON A BIKE,https://www.youtube.com/watch?v=hmscmb8nds4,27/03/2020,"On the road again, this time covering the new Nature Medicine Correspondence paper titled, ""The Proximal Origins of SARS-CoV2"" and second paper in Nature titled, ""Identifying SARS-CoV-2 related coronaviruses in Malayan pangolins"".  Summary at 21:15  I am ...",True
721885,10.1038/nature10831,video,Coronavirus Lab Leak - Conspiracy or Valid Scientific Theory?,https://www.youtube.com/watch?v=zj_pqurw5jo,13/06/2021,Coronavirus lab leak hypothesis has been labelled as conspiracy theory by many. Does lab leak argument hold any scientific ground? Let's try to answer this question in the video... _ _ _ Chapters: 00:00  - Intro 01:09 - Chapter 1: Lab Leaks Do Happen 03...,True
721885,10.1038/nature10831,news,Controversial flu research published,http://www.sciencenews.org/view/generic/id/340373/description/controversial_flu_research_published,02/05/2012,,True
721885,10.1038/nature10831,news,Deadly Pandemic Bird Flu Details Finally Are Made Public,http://www.scientificamerican.com/article.cfm?id=pandemic-bird-flu-studies-public&print=true,21/06/2012,&nbsp; [More],True
721885,10.1038/nature10831,news,One of Two Hotly Debated H5N1 Papers Finally Published,http://news.sciencemag.org/sciencenow/2012/05/one-of-two-hotly-debated-h5n1-pa.html?rss=1,02/05/2012,,True
721885,10.1038/nature10831,news,Deadly Pandemic Bird Flu Details Finally Are Made Public,http://www.scientificamerican.com/article.cfm?id=pandemic-bird-flu-studies-public,21/06/2012,,True
721885,10.1038/nature10831,news,Can Stuffing Germs up Ferrets Unleash a Human Pandemic? | DISCOVER,http://discovermagazine.com/2012/may/05-can-stuffing-germs-up-ferrets-unleash-a-human-pandemic,18/05/2012,"The Claim: A lab-concocted strain of ferret flu could become a doomsday weapon or bioterrorist threat. The Contrarian: Wendy Orent, author of Plague, says the much-hyped fears are unfounded: The new strain presents no danger to humans but reveals a grea...",True
721885,10.1038/nature10831,news,Biosecurity Panel Flailed in Oversight of Mutant Bird Flu,http://www.scientificamerican.com/article.cfm?id=questions-surround-biosecurity-mutant-bird-flu,26/05/2012,,True
721885,10.1038/nature10831,news,First Of Controversial Bird Flu Studies Is Published,http://www.npr.org/blogs/health/2012/05/09/151870671/first-of-controversial-bird-flu-studies-is-published,02/05/2012,"The paper describes experiments that suggest just a few genetic changes could potentially make a bird flu virus capable of becoming contagious in humans, and causing a dangerous pandemic. A fierce debate has raged over this study for months, because of fe...",True
721885,10.1038/nature10831,news,Controversial bird flu work resumes - BBC News,http://www.bbc.co.uk/news/health-21165288,23/01/2013,The Guardian Controversial bird flu work resumes BBC News Controversial research into making bird flu easier to spread in people is to resume after a year-long pause. Some argue the research is essential for understanding how viruses spread and could be u...,True
721885,10.1038/nature10831,news,Bird flu research that stirred fear published,http://www.post-gazette.com/stories/news/world/bird-flu-research-that-stirred-fear-published-641491,22/06/2012,,True
721885,10.1038/nature10831,news,"The Evolution of Bird Flu, and the Race to Keep Up",http://www.nytimes.com/2012/06/26/science/the-evolution-of-bird-flu-and-the-race-to-keep-up.html?pagewanted=all,26/06/2012,"The girl was the most recent documented victim of the influenza virus H5N1, a strain that has caused 606 known human cases and 357 deaths since it re-emerged in 2003 after a six-year absence. H5N1 can race through bird populations, and the World Health Or...",True
721885,10.1038/nature10831,news,Publication of flu study reveals full nature of threat,http://www.newscientist.com/article/dn21958-publication-of-flu-study-reveals-full-nature-of-threat.html,21/06/2012,,True
721885,10.1038/nature10831,news,New Gene Map of Deadly Bird Flu Points to Pandemic Concerns,http://news.nationalgeographic.com/news/2014/04/140410-virus-bird-flu-national-security-pandemic-science,10/04/2014,"The H5N1 avian flu virus isn't known to be transmissible through the air, but a study released Thursday shows how mutations to the virus could give it that ability.",True
721885,10.1038/nature10831,news,Chinese Scientists Create Killer Hybrid Flu Virus In Lab,http://www.medicaldaily.com/articles/15131/20130503/chinese-scientists-virus-h5n1-bird-flu-influenza.htm,03/05/2013,,True
721885,10.1038/nature10831,news,Single Gene Swap Helps Bird Flu Virus Switch Hosts,http://news.sciencemag.org/sciencenow/2013/05/gene-swap-helps-bird-flu-spread-.html?rss=1,02/05/2013,"Scientists worry that H5N1, now largely confined to birds, could pass from human to human",True
721885,10.1038/nature10831,news,German Ethics Council: Government Should Regulate Dangerous Research,http://news.sciencemag.org/europe/2014/05/german-ethics-council-government-should-regulate-dangerous-research,07/05/2014,"Report recommends legal framework to deal with ""dual use research of concern""",True
721885,10.1038/nature10831,news,Flu Researcher Ron Fouchier Loses Legal Fight Over H5N1 Studies,http://news.sciencemag.org/health/2013/09/flu-researcher-ron-fouchier-loses-legal-fight-over-h5n1-studies,25/09/2013,Dutch court confirms that export license is needed to publish certain influenza papers,True
721885,10.1038/nature10831,news,Bird Flu Research to Resume,http://www.the-scientist.com/?articles.view/articleno/34119/title/bird-flu-research-to-resume,24/01/2013,,True
721885,10.1038/nature10831,news,Can Stuffing Germs up Ferrets Unleash a Human Pandemic? | DISCOVER,http://discovermagazine.com/2012/may/05-can-stuffing-germs-up-ferrets-unleash-a-human-pandemic?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+discoverhealthmedicine+%28discover+health+%26+medicine%29,18/05/2012,,True
721885,10.1038/nature10831,news,Controversial flu paper finally published,http://www.newscientist.com/article/dn21773-controversial-flu-paper-finally-published.html,02/05/2012,,True
721885,10.1038/nature10831,news,Carl Zimmer Uncovers Our 'Planet of Viruses',http://www.pbs.org/newshour/rundown/2012/06/deadly-flu-paper-published-carl-zimmer-explains-h5n1-and-beyond.html,21/06/2012,,True
721885,10.1038/nature10831,news,Bird-Flu Study Shows Pandemic Potential,http://online.wsj.com/article/sb10001424052702304441404577480700820235514.html,22/06/2012,,True
721885,10.1038/nature10831,news,366 days: Nature's 10,http://www.nature.com/news/366-days-nature-s-10-1.11997,19/12/2012,Ten people who mattered this year.Nature 492 335 doi: 10.1038/492335a,True
721885,10.1038/nature10831,news,Influenza Vaccines Provide Moderate Protection throughout the Entire Flu Season (ASM - American Society for ...,http://article.wn.com/view/2015/08/24/influenza_vaccines_provide_moderate_protection_throughout_th,24/08/2015,"(Source: ASM - American Society for Microbiology) Atlanta, GA - August 24, 2015 - Individuals who received the flu vaccine were protected for up to 6 months post-vaccination, the duration of most flu seasons, according to a study presented at the 2015 I...",True
721885,10.1038/nature10831,news,Science Publishes H5N1 Flu Research in Full,http://www.aaas.org/news/releases/2012/0621sp_h5n1.shtml?sa_campaign=internal_ads/aaas/rss_news/2012-06-21,21/06/2012,,True
721885,10.1038/nature10831,news,Synbio and biosecurity,https://phys.org/news/2017-02-synbio-biosecurity.html,07/02/2017,"Home Biology Biotechnology February 7, 2017 February 7, 2017 by Devang Mehta, Plos Blogs The world in 1918 was emerging from under the pall of a World War that had claimed 38 million lives, and yet in the span of only one year, just as many lives...",True
721885,10.1038/nature10831,news,One of Two Hotly Debated H5N1 Papers Finally Published,http://news.sciencemag.org/sciencenow/2012/05/one-of-two-hotly-debated-h5n1-pa.html,02/05/2012,"With four mutations, a hybrid H5N1 virus jumps between ferrets via respiratory droplets",True
721885,10.1038/nature10831,news,Single Gene Swap Helps Bird Flu Virus Switch Hosts,http://news.sciencemag.org/sciencenow/2013/05/gene-swap-helps-bird-flu-spread-.html,02/05/2013,"Scientists worry that H5N1, now largely confined to birds, could pass from human to human",True
721885,10.1038/nature10831,news,Human error in high-biocontainment labs: a likely pandemic threat,https://thebulletin.org/2019/02/human-error-in-high-biocontainment-labs-a-likely-pandemic-threat,25/02/2019,A CDC staff microbiologist examines reconstructed 1918 Pandemic Influenza Virus at a Biosafety Level 3-enhanced lab.,True
721885,10.1038/nature10831,news,Is there a role for the Biological Weapons Convention in oversight of lab-created potential pandemic pathogens? - Bulletin of the Atomic Scientists,https://thebulletin.org/2019/08/is-there-a-role-for-the-biological-weapons-convention-in-oversight-of-lab-created-potential-pandemic-pathogens,27/08/2019,"Research by Ron Fouchier in the Netherlands and Yoshihiro Kawaoka in Madison, Wisconsin marked the beginning of a “research enterprise” aimed at creating mammalian-airborne-transmissible, highly-pathogenic, avian-influenza live viruses.",True
721885,10.1038/nature10831,news,There is no evidence that the coronavirus was created in a laboratory,https://theconversation.com/there-is-no-evidence-that-the-coronavirus-was-created-in-a-laboratory-135870,20/04/2020,"The Covid-19 pandemic, which is disrupting our lives and shaking our health systems and economies, is at the root of what Dr.",True
721885,10.1038/nature10831,news,MIL-OSI Global: There is no evidence that the coronavirus was created in a laboratory,https://foreignaffairs.co.nz/2020/04/21/there-is-no-evidence-that-the-coronavirus-was-created-in-a-laboratory-135870,20/04/2020,"– By Eric Muraille, Biologiste, Immunologiste. Maître de recherches au FNRS, Université Libre de Bruxelles The pandemic, which is disrupting our lives and shaking our health systems and economies, is at the root of what Dr.",True
721885,10.1038/nature10831,news,There is no evidence that the coronavirus was created in a laboratory,https://medicalxpress.com/news/2020-04-evidence-coronavirus-laboratory.html?src_id=alt,21/04/2020,"The COVID-19 pandemic, which is disrupting our lives and shaking our health systems and economies, is at the root of what Dr.",True
721885,10.1038/nature10831,news,There is no evidence that the coronavirus was created in a laboratory. – Infosurhoy,https://infosurhoy.com/news-summary/there-is-no-evidence-that-the-coronavirus-was-created-in-a-laboratory,22/04/2020,"The COVID-19 pandemic, which is disrupting our lives and shaking our health systems and economies, is at the root of what Dr.",True
721885,10.1038/nature10831,news,Did this virus come from a lab? Maybe not — but it exposes the threat of a biowarfare arms race,https://www.rawstory.com/2020/04/did-this-virus-come-from-a-lab-maybe-not-but-it-exposes-the-threat-of-a-biowarfare-arms-race,24/04/2020,"There is no scientific evidence that the novel coronavirus was bioengineered, but its origins are not entirely clear.",True
721885,10.1038/nature10831,news,The pandemic has exposed the threat of a biowarfare arms race,https://www.salon.com/2020/04/24/did-this-virus-come-from-a-lab-maybe-not--but-it-exposes-the-threat-of-a-biowarfare-arms-race,24/04/2020,"There is no scientific evidencethat the novel coronavirus was bioengineered, but its origins are not entirely clear.",True
721885,10.1038/nature10831,news,The Pandemic Risk of an Accidental Lab Leak of Enhanced Flu Virus: Unacceptably High,https://www.globalresearch.ca/pandemic-risk-accidental-lab-leak-enhanced-flu-virus/5717329,29/06/2020,"According to the World Health Organization, seasonal influenza viruses spread throughout the world in a year or two, infecting 10 to 25 percent of the world’s population and causing some 290,000 to 650,000 deaths.",True
721885,10.1038/nature10831,news,Research that Creates Pathogens of Pandemic Potential: Why Do It?,https://medium.com/@shinjieyong/research-that-creates-pathogens-of-pandemic-potential-why-do-it-24d2561dfef4,14/09/2020,Understanding the risk-benefit assessments behind gain-of-function experiments.,True
721885,10.1038/nature10831,news,Why Risky Research that Enhances the Virulence of Pathogens Are Still Being Done,https://www.newsbreak.com/news/2183139382526/why-risky-research-that-enhances-the-virulence-of-pathogens-are-still-being-done,16/03/2021,Understanding the risk-benefit assessments behind controversial gain-of-function experiments.,True
721885,10.1038/nature10831,news,What is gain of function? Research field back in focus as Covid linked to China ‘lab accident’,https://theprint.in/theprint-essential/what-is-gain-of-function-research-field-back-in-focus-as-covid-linked-to-china-lab-accident/662625,22/05/2021,Gain of function research focuses on growing generations of microorganisms under conditions that cause mutations.,True
721885,10.1038/nature10831,news,Lab leak is the biggest suspect in 1977 flu pandemic. But it took 3 decades to gain currency,https://theprint.in/science/lab-leak-is-the-biggest-suspect-in-1977-flu-pandemic-but-it-took-3-decades-to-gain-currency/669907,03/06/2021,The 1977 pandemic — called the 'Russian Flu' — was caused by the Human influenza H1N1 virus.,True
721885,10.1038/nature10831,news,Lab leak is the biggest suspect in 1977 flu pandemic. But it took 3 decades to gain currency,https://www.msn.com/en-in/news/other/lab-leak-is-the-biggest-suspect-in-1977-flu-pandemic-but-it-took-3-decades-to-gain-currency/ar-aakeli1?li=aagges1&srcref=rss,03/06/2021,"New Delhi: Over a year since the Covid pandemic wrought havoc around the world, there are increasing calls for a deeper investigation into claims that the virus behind it got leaked out of a Chinese lab.",True
721885,10.1038/nature10831,news,The grave risk of lab-created potentially pandemic pathogens - Bulletin of the Atomic Scientists,https://thebulletin.org/2021/09/the-grave-risk-of-lab-created-potentially-pandemic-pathogens,09/09/2021,Ferrets are frequently used to study human respiratory viruses. They are susceptible to some of the same pathogens like SARS-CoV-2 or influenza as people.,True
721885,10.1038/nature10831,news,Should Work on the Coronavirus in Wuhan Be Considered ‘Gain-of-Function’ Research?,https://science.thewire.in/the-sciences/should-work-on-the-coronavirus-in-wuhan-be-considered-gain-of-function-research,28/09/2021,A colorised scanning electron micrograph of a cell (teal and green) infected with SARS-CoV-2 virus particles (purple and pink).,True
721885,10.1038/nature10831,news,Gain-of-function research: all in the eye of the beholder,https://www.salon.com/2021/09/28/gain-of-function-research-all-in-the-eye-of-the-beholder_partner,28/09/2021,"In 2012, the National Institutes of Health (NIH) organized a meeting after two laboratories independently reported eye-opening results.",True
721885,10.1038/nature10831,news,Why I Still Believe COVID-19 Could Not Have Originated in a Lab,https://www.medscape.com/viewarticle/961774?src=rss,28/10/2021,"Where did the Covid-19 pandemic come from? Almost since the beginning of the outbreak, a bitter and explosive controversy has raged over the origins of the novel coronavirus known as SARS-CoV-2.",True
721885,10.1038/nature10831,news,‘Why I Still Believe SARS-CoV-2 Could Not Have Originated in a Lab’,https://science.thewire.in/the-sciences/why-i-still-believe-sars-cov-2-could-not-have-originated-in-a-lab,30/10/2021,"Security personnel keep watch outside the Wuhan Institute of Virology, Hubei province, China, February 3, 2021.",True
721885,10.1038/nature10831,news,Gain-of-function research: All in the eye of the beholder,https://www.asbmb.org/asbmb-today/policy/112121/gain-of-function-research-all-in-the-eye-of-the-be,21/11/2021,"In 2012, the National Institutes of Health (NIH) organized a meeting after two laboratories independently reported eye-opening results.",True
