altmetric_id,core_doi,document_type,title,unique_identifier,posted_on,summary,lang_checked
605598,10.1128/jvi.75.3.1205-1210.2001,news,This Eradicated Disease Could Come Back as a Terrifying Biological Weapon,http://www.thedailybeast.com/this-eradicated-disease-could-come-back-as-a-terrifying-biological-weapon,01/04/2018,"A Discovery series released Thursday produced by Steve Rivo, Invisible Killers, explores in one episode how smallpox—eradicated in 1980—could make a surprising, deadly comeback.",True
605598,10.1128/jvi.75.3.1205-1210.2001,news,Smallpox: The eradicated disease that could be brought back as a terrifying biological weapon,https://www.sott.net/article/381807-smallpox-the-eradicated-disease-that-could-be-brought-back-as-a-terrifying-biological-weapon,03/04/2018,"Smallpox has been eradicated since 1989, but scientists worry that that's a false sense of security.",True
605598,10.1128/jvi.75.3.1205-1210.2001,news,The next pandemic virus could be built using AI,http://ct.moreover.com/?a=54798408443&p=1pl&v=1&x=igozfrc8sl6oeyrlqsoljw,16/09/2024,"Almost five years after the COVID-19 pandemic began, its central question remains subject to heated debate: Did the SARS-CoV-2 virus originate naturally, or was it leaked from a scientific lab participating in gain-of-function research? This...",True
605598,10.1128/jvi.75.3.1205-1210.2001,news,Opinion - The next pandemic virus could be built using AI,http://ct.moreover.com/?a=54798977820&p=1pl&v=1&x=mmibgsraau9ykbj3ks727g,16/09/2024,"Almost five years after the COVID-19 pandemic began, its central question remains subject to heated debate: Did the SARS-CoV-2 virus originate naturally, or was it leaked from a scientific lab participating in gain-of-function research? This...",True
605598,10.1128/jvi.75.3.1205-1210.2001,news,Opinion - The next pandemic virus could be built using AI,http://ct.moreover.com/?a=54798980949&p=1pl&v=1&x=zhuxg_lvaiotpf4atxwr1w,16/09/2024,"Almost five years after the COVID-19 pandemic began, its central question remains subject to heated debate: Did the SARS-CoV-2 virus originate naturally, or was it leaked from a scientific lab participating in gain-of-function research? This...",True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,"Research policy and management of risks in life sciences research for global health security : report of a meeting, Bangkok, Thailand, 10-12 December 2007",https://iris.who.int/bitstream/10665/69943/1/who_hse_epr_2008.4_eng.pdf,17/06/2012,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Biosecurity Challenges of the Global Expansion of High-Containment Biological Laboratories: Summary of a Workshop,https://www.nap.edu/download/13315,01/01/2012,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,A Survey of Attitudes and Actions on Dual Use Research in the Life Sciences: A Collaborative Effort of the National Research Council and the American Association for the Advancement of Science,https://www.nap.edu/download/12460,01/01/2009,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Life Sciences and Related Fields: Trends Relevant to the Biological Weapons Convention,https://www.nap.edu/download/13130,01/01/2011,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,The Role of Scientific and Technical Data and Information in the Public Domain: Proceedings of a Symposium,https://www.nap.edu/download/10785,01/01/2003,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,"Animal Health at the Crossroads: Preventing, Detecting, and Diagnosing Animal Diseases",https://www.nap.edu/download/11365,01/01/2005,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Challenges and Opportunities for Education About Dual Use Issues in the Life Sciences,10.17226/12958,01/01/2010,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,The 2nd International Forum on Biosecurity: Summary of an International Meeting,https://www.nap.edu/download/12525,01/01/2009,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,"Innovation’s Darker Future: Biosecurity, Technologies of Mass Empowerment, and the Constitution",https://www.brookings.edu/wp-content/uploads/2016/06/1208_biosecurity_wittes.pdf,06/01/2011,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Toward a Containment Strategy for Smallpox Bioterror: An Individual-Based Computational Approach,https://www.brookings.edu/wp-content/uploads/2016/06/bioterrorism.pdf,11/12/2002,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,"Globalization, Biosecurity, and the Future of the Life Sciences",https://www.nap.edu/download/11567,01/01/2006,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Department of Homeland Security Bioterrorism Risk Assessment: A Call for Change,https://www.nap.edu/download/12206,01/01/2008,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Dual Use Research of Concern in the Life Sciences: Current Issues and Controversies,https://www.nap.edu/download/24761,01/01/2017,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Biosecurity: Limiting Terrorist Access to Deadly Pathogens,https://www.usip.org/sites/default/files/pwks52.pdf,17/11/2003,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,"Innovation: managing risk, not avoiding it - evidence and case studies",https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/381906/14-1190b-innovation-managing-risk-evidence.pdf,18/11/2014,,True
605598,10.1128/jvi.75.3.1205-1210.2001,policy,Governance of dual-use research: an ethical dilemma,10.2471/blt.08.051383,26/03/2018,,True
